id,suhu,ph,salinitas,ketinggian,create at,update at
448,32.63,7.35,1084,63,10/20/2021 14:55,NULL
449,32.69,7.38,1084,63,10/20/2021 14:55,NULL
450,32.63,7.4,1084,63,10/20/2021 14:55,NULL
451,32.63,7.38,1084,63,10/20/2021 14:56,NULL
452,32.63,7.37,1084,63,10/20/2021 14:56,NULL
453,32.63,7.35,1084,63,10/20/2021 14:56,NULL
454,32.63,7.35,1084,63,10/20/2021 14:56,NULL
455,32.63,7.34,1084,63,10/20/2021 14:56,NULL
456,32.63,7.36,1084,63,10/20/2021 14:56,NULL
457,32.63,7.38,1084,63,10/20/2021 14:56,NULL
458,32.63,7.38,1084,63,10/20/2021 14:56,NULL
459,32.63,7.39,1084,63,10/20/2021 14:57,NULL
460,32.63,7.38,1084,63,10/20/2021 14:57,NULL
461,32.63,7.35,1084,63,10/20/2021 14:57,NULL
462,32.63,7.31,1084,63,10/20/2021 14:57,NULL
463,32.63,7.29,1084,63,10/20/2021 14:57,NULL
464,32.69,7.3,1084,63,10/20/2021 14:57,NULL
465,32.63,7.31,1084,63,10/20/2021 14:57,NULL
466,32.63,7.31,1084,63,10/20/2021 14:58,NULL
467,32.69,7.31,1084,63,10/20/2021 14:58,NULL
468,32.63,7.32,1084,63,10/20/2021 14:58,NULL
469,32.63,7.32,1084,63,10/20/2021 14:58,NULL
470,32.63,7.32,1084,-131,10/20/2021 14:58,NULL
471,32.63,7.36,1084,97,10/20/2021 14:58,NULL
472,32.63,7.38,1084,100,10/20/2021 14:58,NULL
473,32.69,7.38,1084,100,10/20/2021 14:59,NULL
474,32.63,7.37,1084,100,10/20/2021 14:59,NULL
475,32.63,7.35,1084,100,10/20/2021 14:59,NULL
476,32.63,7.33,1084,100,10/20/2021 14:59,NULL
477,32.63,7.32,1084,100,10/20/2021 14:59,NULL
478,32.69,7.35,1084,100,10/20/2021 14:59,NULL
479,32.63,7.36,1084,100,10/20/2021 14:59,NULL
480,32.69,7.34,1084,100,10/20/2021 14:59,NULL
481,32.63,7.36,1084,100,10/20/2021 14:59,NULL
482,32.69,7.37,1084,100,10/20/2021 14:59,NULL
483,32.63,7.37,1084,100,10/20/2021 14:59,NULL
484,32.63,7.35,1084,100,10/20/2021 15:00,NULL
485,32.63,7.33,1084,100,10/20/2021 15:00,NULL
486,32.69,7.32,1084,100,10/20/2021 15:00,NULL
487,32.63,7.33,1084,100,10/20/2021 15:00,NULL
488,32.63,7.36,1084,-460,10/20/2021 15:00,NULL
489,32.69,7.35,1084,58,10/20/2021 15:00,NULL
490,32.69,7.34,1084,100,10/20/2021 15:00,NULL
491,32.63,7.31,1084,-23,10/20/2021 15:00,NULL
492,32.63,7.33,1084,14,10/20/2021 15:01,NULL
493,32.63,7.33,1084,58,10/20/2021 15:01,NULL
494,32.63,7.33,1084,71,10/20/2021 15:01,NULL
495,32.63,7.32,1084,62,10/20/2021 15:01,NULL
496,32.63,7.38,1084,95,10/20/2021 15:01,NULL
497,32.63,7.37,1084,92,10/20/2021 15:01,NULL
498,32.63,7.39,1084,93,10/20/2021 15:01,NULL
499,32.69,7.38,1084,58,10/20/2021 15:01,NULL
500,32.63,7.38,1084,59,10/20/2021 15:02,NULL
501,32.69,7.38,1084,54,10/20/2021 15:02,NULL
502,32.69,7.38,1084,58,10/20/2021 15:02,NULL
503,32.69,7.37,1084,45,10/20/2021 15:02,NULL
504,32.69,7.36,1084,46,10/20/2021 15:02,NULL
505,-127,40.24,1084,100,10/20/2021 15:10,NULL
506,-127,40.24,1084,-4,10/20/2021 15:10,NULL
507,-127,40.24,1084,100,10/20/2021 15:10,NULL
508,32.56,8.02,1084,94,10/20/2021 15:11,NULL
509,32.56,8.02,1084,-460,10/20/2021 15:11,NULL
510,32.63,7.85,1084,-345,10/20/2021 15:11,NULL
511,32.63,7.84,1084,-343,10/20/2021 15:11,NULL
512,32.69,7.9,1084,48,10/20/2021 15:11,NULL
513,32.63,7.88,1084,-268,10/20/2021 15:11,NULL
514,32.63,7.84,1084,-460,10/20/2021 15:11,NULL
515,32.56,7.78,1084,42,10/20/2021 15:12,NULL
516,32.63,7.74,1084,-460,10/20/2021 15:12,NULL
517,32.63,7.86,617,-460,10/20/2021 15:12,NULL
518,32.56,7.8,1084,-460,10/20/2021 15:12,NULL
519,32.56,7.82,1084,-460,10/20/2021 15:12,NULL
520,32.56,7.78,903,-460,10/20/2021 15:12,NULL
521,32.56,7.69,1084,-460,10/20/2021 15:12,NULL
522,32.5,7.64,1084,-460,10/20/2021 15:13,NULL
523,32.5,7.68,1084,-460,10/20/2021 15:13,NULL
524,32.56,7.73,1084,94,10/20/2021 15:13,NULL
525,32.5,7.73,1084,96,10/20/2021 15:13,NULL
526,32.44,7.71,1084,43,10/20/2021 15:13,NULL
527,32.44,7.71,1084,42,10/20/2021 15:13,NULL
528,32.38,7.72,1084,41,10/20/2021 15:13,NULL
529,32.38,7.77,1084,58,10/20/2021 15:14,NULL
530,32.31,7.72,1084,-202,10/20/2021 15:14,NULL
531,32.31,7.79,1084,-203,10/20/2021 15:14,NULL
532,32.31,7.77,1084,97,10/20/2021 15:14,NULL
533,32.25,7.74,1084,-460,10/20/2021 15:14,NULL
534,32.13,7.57,1084,44,10/20/2021 15:17,NULL
535,32.13,7.59,1084,49,10/20/2021 15:17,NULL
536,32.13,7.59,1084,-362,10/20/2021 15:17,NULL
537,32.13,7.59,1084,-362,10/20/2021 15:17,NULL
538,32.13,7.57,1084,-362,10/20/2021 15:18,NULL
539,32.13,7.58,1084,-362,10/20/2021 15:18,NULL
540,32.06,7.57,1084,-362,10/20/2021 15:18,NULL
541,32.06,7.57,1084,-362,10/20/2021 15:18,NULL
542,32.06,7.6,1084,-362,10/20/2021 15:18,NULL
543,32.13,7.6,1084,-362,10/20/2021 15:18,NULL
544,32.06,7.61,1084,-362,10/20/2021 15:18,NULL
545,32.06,7.61,1084,-362,10/20/2021 15:19,NULL
546,32.06,7.67,1084,-362,10/20/2021 15:19,NULL
547,32.06,7.67,1084,30,10/20/2021 15:19,NULL
548,32.06,7.65,1084,-362,10/20/2021 15:19,NULL
549,32,7.62,1084,-362,10/20/2021 15:19,NULL
550,32,7.61,1084,-362,10/20/2021 15:19,NULL
551,32.06,7.61,1084,-362,10/20/2021 15:19,NULL
552,32.06,7.62,1084,-362,10/20/2021 15:20,NULL
553,32.06,7.65,1084,-362,10/20/2021 15:20,NULL
554,32.06,7.63,1084,-362,10/20/2021 15:20,NULL
555,32.06,7.59,1084,-362,10/20/2021 15:20,NULL
556,32,7.56,1084,-362,10/20/2021 15:20,NULL
557,32.06,7.57,1084,-362,10/20/2021 15:20,NULL
558,32,7.58,1084,-362,10/20/2021 15:20,NULL
559,32,7.64,1084,-362,10/20/2021 15:21,NULL
560,32.06,7.67,1084,-362,10/20/2021 15:21,NULL
561,32.06,7.68,1084,-362,10/20/2021 15:21,NULL
562,32,7.63,1084,-362,10/20/2021 15:21,NULL
563,32,7.64,1084,-362,10/20/2021 15:21,NULL
564,32,7.6,1084,-362,10/20/2021 15:21,NULL
565,31.94,7.61,1084,-362,10/20/2021 15:21,NULL
566,32,7.61,1084,-362,10/20/2021 15:22,NULL
567,31.94,7.61,1084,-362,10/20/2021 15:22,NULL
568,32,7.6,1084,-362,10/20/2021 15:22,NULL
569,32,7.57,1084,-362,10/20/2021 15:22,NULL
570,32,7.55,1084,-362,10/20/2021 15:22,NULL
571,32,7.57,1084,-362,10/20/2021 15:22,NULL
572,32,7.6,1084,-362,10/20/2021 15:22,NULL
573,32.06,7.61,1084,-362,10/20/2021 15:23,NULL
574,32.06,7.57,1084,-362,10/20/2021 15:23,NULL
575,32,7.57,1084,-362,10/20/2021 15:23,NULL
576,32,7.56,1084,-362,10/20/2021 15:23,NULL
577,32,7.57,1084,-362,10/20/2021 15:23,NULL
578,32,7.57,1084,-362,10/20/2021 15:23,NULL
579,32,7.53,1084,-362,10/20/2021 15:23,NULL
580,32,7.5,1084,-362,10/20/2021 15:24,NULL
581,32.06,7.55,1084,-362,10/20/2021 15:24,NULL
582,32,7.55,1084,-362,10/20/2021 15:24,NULL
583,32,7.54,1084,-362,10/20/2021 15:24,NULL
584,31.94,7.56,1084,-362,10/20/2021 15:24,NULL
585,32,7.59,1084,-362,10/20/2021 15:24,NULL
586,32,7.62,1084,-362,10/20/2021 15:24,NULL
587,31.94,7.62,1084,-362,10/20/2021 15:25,NULL
588,32,7.61,1084,-362,10/20/2021 15:25,NULL
589,32,7.61,1084,-362,10/20/2021 15:25,NULL
590,31.94,7.57,1084,-362,10/20/2021 15:25,NULL
591,31.94,7.56,1084,-362,10/20/2021 15:25,NULL
592,31.94,7.61,1084,-362,10/20/2021 15:25,NULL
593,31.94,7.7,1084,-362,10/20/2021 15:25,NULL
594,31.94,7.74,1084,-362,10/20/2021 15:26,NULL
595,31.94,7.79,1084,-362,10/20/2021 15:26,NULL
596,31.94,7.77,1084,-362,10/20/2021 15:26,NULL
597,31.94,7.7,1084,-362,10/20/2021 15:26,NULL
598,31.94,7.69,1084,-362,10/20/2021 15:26,NULL
599,31.94,7.66,1084,-362,10/20/2021 15:26,NULL
600,31.87,7.73,1084,-362,10/20/2021 15:26,NULL
601,31.94,7.61,1084,-362,10/20/2021 15:27,NULL
602,31.94,7.59,1084,-362,10/20/2021 15:27,NULL
603,31.94,7.59,1084,-362,10/20/2021 15:27,NULL
604,31.94,7.54,1084,-362,10/20/2021 15:27,NULL
605,31.94,7.52,1084,-362,10/20/2021 15:27,NULL
606,31.94,7.55,1084,-362,10/20/2021 15:27,NULL
607,31.94,7.55,1084,-362,10/20/2021 15:27,NULL
608,31.94,7.54,1084,-362,10/20/2021 15:28,NULL
609,32,7.53,1084,-362,10/20/2021 15:28,NULL
610,31.94,7.54,1084,-362,10/20/2021 15:28,NULL
611,32,7.59,1084,-362,10/20/2021 15:28,NULL
612,32,7.57,1084,-362,10/20/2021 15:28,NULL
613,32,7.56,1084,-362,10/20/2021 15:28,NULL
614,32,7.6,1084,-362,10/20/2021 15:28,NULL
615,32.06,7.63,1084,-362,10/20/2021 15:29,NULL
616,32,7.63,1084,-362,10/20/2021 15:29,NULL
617,32.06,7.64,1084,-362,10/20/2021 15:29,NULL
618,32.06,7.65,1084,-362,10/20/2021 15:29,NULL
619,32.06,7.65,1084,-362,10/20/2021 15:29,NULL
620,32.06,7.64,1084,-362,10/20/2021 15:29,NULL
621,32.06,7.65,1084,-362,10/20/2021 15:29,NULL
622,32.06,7.67,1084,-362,10/20/2021 15:30,NULL
623,32.06,7.7,1084,-362,10/20/2021 15:30,NULL
624,32.06,7.72,1084,-362,10/20/2021 15:30,NULL
625,32.06,7.75,1084,-362,10/20/2021 15:30,NULL
626,32.06,7.73,1084,-362,10/20/2021 15:30,NULL
627,32.06,7.72,1084,-362,10/20/2021 15:30,NULL
628,32.06,7.7,1084,-362,10/20/2021 15:30,NULL
629,32.06,7.69,1084,-362,10/20/2021 15:31,NULL
630,32.06,7.7,1084,-362,10/20/2021 15:31,NULL
631,32.06,7.71,1084,-362,10/20/2021 15:31,NULL
632,32.13,7.72,1084,-362,10/20/2021 15:31,NULL
633,32.13,7.73,1084,-362,10/20/2021 15:31,NULL
634,32.13,7.75,1084,-362,10/20/2021 15:31,NULL
635,32.13,7.75,1084,-362,10/20/2021 15:31,NULL
636,32.13,7.75,1084,-362,10/20/2021 15:32,NULL
637,32.13,7.75,1084,-362,10/20/2021 15:32,NULL
638,32.06,7.75,1084,-362,10/20/2021 15:32,NULL
639,32.06,7.75,1084,-362,10/20/2021 15:32,NULL
640,32.13,7.73,1084,-363,10/20/2021 15:32,NULL
641,32.06,7.7,1084,-362,10/20/2021 15:32,NULL
642,32.13,7.66,1084,-362,10/20/2021 15:32,NULL
643,32.13,7.59,1084,-362,10/20/2021 15:33,NULL
644,32.06,7.57,1084,-362,10/20/2021 15:33,NULL
645,32.06,7.62,1084,-362,10/20/2021 15:33,NULL
646,32.06,7.7,1084,-362,10/20/2021 15:33,NULL
647,32,7.79,1084,-362,10/20/2021 15:33,NULL
648,32,7.81,1084,-362,10/20/2021 15:33,NULL
649,32.06,7.8,1084,-362,10/20/2021 15:33,NULL
650,32,7.81,1084,-362,10/20/2021 15:34,NULL
651,32.06,7.8,1084,-362,10/20/2021 15:34,NULL
652,32,7.8,1084,-362,10/20/2021 15:34,NULL
653,32,7.84,1084,-362,10/20/2021 15:34,NULL
654,32,7.84,1084,-362,10/20/2021 15:34,NULL
655,31.94,7.86,1084,-362,10/20/2021 15:34,NULL
656,32,7.86,1084,-362,10/20/2021 15:34,NULL
657,32,7.91,1084,-362,10/20/2021 15:35,NULL
658,32,7.86,1084,-362,10/20/2021 15:35,NULL
659,32,7.84,1084,-362,10/20/2021 15:35,NULL
660,31.94,7.89,1084,-362,10/20/2021 15:35,NULL
661,31.94,7.89,1084,-362,10/20/2021 15:35,NULL
662,32,7.88,1084,-362,10/20/2021 15:35,NULL
663,31.94,7.88,1084,-362,10/20/2021 15:35,NULL
664,31.94,7.86,1084,-362,10/20/2021 15:36,NULL
665,31.94,7.89,1084,-362,10/20/2021 15:36,NULL
666,32,7.84,1084,-362,10/20/2021 15:36,NULL
667,31.94,7.87,1084,-362,10/20/2021 15:36,NULL
668,31.94,7.85,1084,-362,10/20/2021 15:36,NULL
669,31.94,7.86,1084,-362,10/20/2021 15:36,NULL
670,31.87,7.87,1084,-362,10/20/2021 15:36,NULL
671,31.94,7.87,1084,-362,10/20/2021 15:37,NULL
672,31.87,7.94,1084,-362,10/20/2021 15:37,NULL
673,31.87,7.88,1084,-362,10/20/2021 15:37,NULL
674,31.87,7.91,1084,-362,10/20/2021 15:37,NULL
675,31.87,7.94,1084,-362,10/20/2021 15:37,NULL
676,31.87,7.95,1084,-362,10/20/2021 15:37,NULL
677,31.94,7.92,1084,-362,10/20/2021 15:37,NULL
678,31.94,7.9,1084,-362,10/20/2021 15:38,NULL
679,31.94,7.88,1084,-362,10/20/2021 15:38,NULL
680,31.94,7.87,1084,-363,10/20/2021 15:38,NULL
681,31.94,7.87,1084,-363,10/20/2021 15:38,NULL
682,31.94,7.87,1084,-363,10/20/2021 15:38,NULL
683,31.94,7.85,1084,-363,10/20/2021 15:38,NULL
684,31.94,7.85,1084,-362,10/20/2021 15:38,NULL
685,32,7.83,1084,-362,10/20/2021 15:39,NULL
686,32,7.85,1084,-362,10/20/2021 15:39,NULL
687,32,7.83,1084,-362,10/20/2021 15:39,NULL
688,32,7.83,1084,-362,10/20/2021 15:39,NULL
689,32.06,7.83,1084,-362,10/20/2021 15:39,NULL
690,32,7.81,1084,-362,10/20/2021 15:39,NULL
691,32.06,7.8,1084,-362,10/20/2021 15:39,NULL
692,32,7.8,1084,-362,10/20/2021 15:40,NULL
693,32,7.81,1084,-362,10/20/2021 15:40,NULL
694,32,7.8,1084,-363,10/20/2021 15:40,NULL
695,32,7.81,1084,-362,10/20/2021 15:40,NULL
696,32,7.79,1084,-362,10/20/2021 15:40,NULL
697,32.06,7.79,1084,-362,10/20/2021 15:40,NULL
698,32,7.79,1084,-362,10/20/2021 15:40,NULL
699,32.06,7.77,1084,-362,10/20/2021 15:41,NULL
700,32.06,7.78,1084,-363,10/20/2021 15:41,NULL
701,32.06,7.8,1084,-363,10/20/2021 15:41,NULL
702,32.06,7.81,1084,-363,10/20/2021 15:41,NULL
703,32.06,7.78,1084,-362,10/20/2021 15:41,NULL
704,32.06,7.8,1084,-363,10/20/2021 15:41,NULL
705,32.06,7.78,1084,-363,10/20/2021 15:41,NULL
706,32.06,7.7,1084,-363,10/20/2021 15:42,NULL
707,32.13,7.65,1084,-362,10/20/2021 15:42,NULL
708,32.13,7.61,1084,-362,10/20/2021 15:42,NULL
709,32.13,7.63,1084,-362,10/20/2021 15:42,NULL
710,32.06,7.6,1084,-363,10/20/2021 15:42,NULL
711,32.06,7.63,1084,-363,10/20/2021 15:42,NULL
712,32.06,7.68,1084,-363,10/20/2021 15:42,NULL
713,32.13,7.71,1084,-362,10/20/2021 15:43,NULL
714,32.06,7.73,1084,-363,10/20/2021 15:43,NULL
715,32.06,7.76,1084,-363,10/20/2021 15:43,NULL
716,32.06,7.76,1084,-363,10/20/2021 15:43,NULL
717,32.06,7.73,1084,-363,10/20/2021 15:43,NULL
718,32.06,7.73,1084,-363,10/20/2021 15:43,NULL
719,32.06,7.72,1084,-363,10/20/2021 15:43,NULL
720,32.06,7.66,1084,-363,10/20/2021 15:44,NULL
721,32.06,7.7,1084,-362,10/20/2021 15:44,NULL
722,32.06,7.71,1084,-363,10/20/2021 15:44,NULL
723,32.06,7.75,1084,-363,10/20/2021 15:44,NULL
724,32.06,7.77,1084,-362,10/20/2021 15:44,NULL
725,32,7.78,1084,-362,10/20/2021 15:44,NULL
726,32,7.78,1084,-363,10/20/2021 15:44,NULL
727,32.06,7.8,1084,-363,10/20/2021 15:45,NULL
728,32.06,7.79,1084,-363,10/20/2021 15:45,NULL
729,32.06,7.77,1084,-363,10/20/2021 15:45,NULL
730,32.06,7.77,1084,-363,10/20/2021 15:45,NULL
731,32.13,7.77,1084,-363,10/20/2021 15:45,NULL
732,32,7.75,1084,-363,10/20/2021 15:45,NULL
733,32.06,7.75,1084,-363,10/20/2021 15:45,NULL
734,32.06,7.75,1084,-363,10/20/2021 15:46,NULL
735,32.13,7.75,1084,-363,10/20/2021 15:46,NULL
736,32.13,7.66,1084,-363,10/20/2021 15:46,NULL
737,32.06,7.63,1084,-363,10/20/2021 15:46,NULL
738,32.13,7.64,1084,-363,10/20/2021 15:46,NULL
739,32.06,7.65,1084,-363,10/20/2021 15:46,NULL
740,32.13,7.65,1084,-363,10/20/2021 15:46,NULL
741,32.13,7.59,1084,-363,10/20/2021 15:47,NULL
742,32.13,7.65,1084,-363,10/20/2021 15:47,NULL
743,32.13,7.66,1084,-363,10/20/2021 15:47,NULL
744,32.13,7.62,1084,-363,10/20/2021 15:47,NULL
745,32.06,7.64,1084,-363,10/20/2021 15:47,NULL
746,32.13,7.65,1084,-363,10/20/2021 15:47,NULL
747,32.13,7.65,1084,-363,10/20/2021 15:47,NULL
748,32.13,7.67,1084,-363,10/20/2021 15:48,NULL
749,32.06,7.71,1084,-363,10/20/2021 15:48,NULL
750,32.06,7.7,1084,-363,10/20/2021 15:48,NULL
751,32.06,7.74,1084,-363,10/20/2021 15:48,NULL
752,32,7.74,1084,-363,10/20/2021 15:48,NULL
753,32,7.77,1084,-363,10/20/2021 15:48,NULL
754,32.06,7.77,1084,-363,10/20/2021 15:48,NULL
755,32,7.75,1084,-363,10/20/2021 15:49,NULL
756,32,7.79,1084,-363,10/20/2021 15:49,NULL
757,32,7.82,1084,-363,10/20/2021 15:49,NULL
758,32,7.74,1084,-363,10/20/2021 15:49,NULL
759,32,7.74,1084,-363,10/20/2021 15:49,NULL
760,32,7.72,1084,-363,10/20/2021 15:49,NULL
761,32,7.7,1084,-363,10/20/2021 15:49,NULL
762,32,7.67,1084,-363,10/20/2021 15:50,NULL
763,32.06,7.69,1084,-363,10/20/2021 15:50,NULL
764,32,7.67,1084,-363,10/20/2021 15:50,NULL
765,32.06,7.67,1084,-363,10/20/2021 15:50,NULL
766,32.06,7.69,1084,-363,10/20/2021 15:50,NULL
767,32,7.67,1084,-363,10/20/2021 15:50,NULL
768,32,7.67,1084,-363,10/20/2021 15:50,NULL
769,32.06,7.67,1084,-362,10/20/2021 15:51,NULL
770,32.06,7.74,1084,-362,10/20/2021 15:51,NULL
771,32.06,7.71,1084,-363,10/20/2021 15:51,NULL
772,32.06,7.71,1084,-363,10/20/2021 15:51,NULL
773,32.06,7.74,1084,-363,10/20/2021 15:51,NULL
774,32.13,7.76,1084,-363,10/20/2021 15:51,NULL
775,32.06,7.7,1084,-363,10/20/2021 15:51,NULL
776,32.13,7.72,1084,-363,10/20/2021 15:52,NULL
777,32.06,7.76,1084,-363,10/20/2021 15:52,NULL
778,32.13,7.76,1084,-363,10/20/2021 15:52,NULL
779,32.13,7.76,1084,-363,10/20/2021 15:52,NULL
780,32.13,7.78,1084,-363,10/20/2021 15:52,NULL
781,32.06,7.77,1084,-363,10/20/2021 15:52,NULL
782,32.06,7.77,1084,-363,10/20/2021 15:52,NULL
783,32.13,7.76,1084,-363,10/20/2021 15:53,NULL
784,32.13,7.74,1084,-363,10/20/2021 15:53,NULL
785,32.13,7.72,1084,-363,10/20/2021 15:53,NULL
786,32.06,7.72,1084,-363,10/20/2021 15:53,NULL
787,32.06,7.72,1084,-363,10/20/2021 15:53,NULL
788,32.06,7.77,1084,-363,10/20/2021 15:53,NULL
789,32.06,7.79,1084,-363,10/20/2021 15:53,NULL
790,32.06,7.75,1084,-363,10/20/2021 15:54,NULL
791,32.06,7.68,1084,-363,10/20/2021 15:54,NULL
792,32,7.67,1084,-363,10/20/2021 15:54,NULL
793,32.06,7.68,1084,-363,10/20/2021 15:54,NULL
794,32.13,7.66,1084,-363,10/20/2021 15:54,NULL
795,32.06,7.66,1084,-363,10/20/2021 15:54,NULL
796,32.06,7.66,1084,-363,10/20/2021 15:54,NULL
797,32.06,7.67,1084,-363,10/20/2021 15:55,NULL
798,32.13,7.72,1084,-363,10/20/2021 15:55,NULL
799,32.06,7.68,1084,-363,10/20/2021 15:55,NULL
800,32.13,7.7,1084,-363,10/20/2021 15:55,NULL
801,32.13,7.7,1084,-363,10/20/2021 15:55,NULL
802,32.06,7.7,1084,-363,10/20/2021 15:55,NULL
803,32.06,7.69,1084,-363,10/20/2021 15:55,NULL
804,32.13,7.69,1084,-363,10/20/2021 15:56,NULL
805,32.06,7.71,1084,-363,10/20/2021 15:56,NULL
806,32.06,7.71,1084,-363,10/20/2021 15:56,NULL
807,32.06,7.67,1084,-363,10/20/2021 15:56,NULL
808,32.13,7.64,1084,-363,10/20/2021 15:56,NULL
809,32.13,7.65,1084,-363,10/20/2021 15:56,NULL
810,32.13,7.69,1084,-363,10/20/2021 15:56,NULL
811,32.13,7.66,1084,-363,10/20/2021 15:57,NULL
812,32.13,7.67,1084,-363,10/20/2021 15:57,NULL
813,32.13,7.72,1084,-363,10/20/2021 15:57,NULL
814,32.06,7.73,1084,-363,10/20/2021 15:57,NULL
815,32.13,7.72,1084,-363,10/20/2021 15:57,NULL
816,32.06,7.72,1084,-363,10/20/2021 15:57,NULL
817,32.13,7.71,1084,-363,10/20/2021 15:57,NULL
818,32.06,7.72,1084,-363,10/20/2021 15:58,NULL
819,32.13,7.78,1084,-363,10/20/2021 15:58,NULL
820,32.13,7.78,1084,-363,10/20/2021 15:58,NULL
821,32.13,7.77,1084,-363,10/20/2021 15:58,NULL
822,32.13,7.71,1084,-363,10/20/2021 15:58,NULL
823,32.06,7.66,1084,-363,10/20/2021 15:58,NULL
824,32.13,7.68,1084,-363,10/20/2021 15:58,NULL
825,32.13,7.68,1084,-363,10/20/2021 15:59,NULL
826,32.06,7.66,1084,-363,10/20/2021 15:59,NULL
827,32.13,7.67,1084,-363,10/20/2021 15:59,NULL
828,32.06,7.74,1084,-363,10/20/2021 15:59,NULL
829,32.06,7.86,1084,-363,10/20/2021 15:59,NULL
830,32,7.84,1084,-363,10/20/2021 15:59,NULL
831,32.06,7.84,1084,-363,10/20/2021 15:59,NULL
832,32,7.8,1084,-363,10/20/2021 16:00,NULL
833,32,7.79,1084,-363,10/20/2021 16:00,NULL
834,32,7.79,1084,-363,10/20/2021 16:00,NULL
835,32,7.79,1084,-363,10/20/2021 16:00,NULL
836,32,7.79,1084,45,10/20/2021 16:00,NULL
837,31.75,7.96,1084,-94,10/20/2021 16:25,NULL
838,31.81,7.9,1084,-207,10/20/2021 16:25,NULL
839,31.81,7.92,1084,49,10/20/2021 16:26,NULL
840,31.87,8.03,1084,63,10/20/2021 16:26,NULL
841,31.81,8.1,1084,26,10/20/2021 16:26,NULL
842,31.81,8.07,1084,93,10/20/2021 16:26,NULL
843,31.75,8.09,1084,57,10/20/2021 16:26,NULL
844,31.81,8.11,1084,58,10/20/2021 16:26,NULL
845,31.75,8.17,1084,29,10/20/2021 16:26,NULL
846,31.81,8.04,1084,51,10/20/2021 16:27,NULL
847,31.75,8.02,1084,81,10/20/2021 16:27,NULL
848,31.75,7.95,1084,45,10/20/2021 16:27,NULL
849,31.75,7.95,1084,48,10/20/2021 16:27,NULL
850,31.75,7.94,1084,47,10/20/2021 16:27,NULL
851,31.81,7.94,1084,45,10/20/2021 16:27,NULL
852,31.81,7.91,1084,-18,10/20/2021 16:27,NULL
853,31.81,7.91,1084,-16,10/20/2021 16:28,NULL
854,31.81,7.88,1084,-2,10/20/2021 16:28,NULL
855,31.81,7.9,1084,41,10/20/2021 16:28,NULL
856,31.87,7.91,1084,37,10/20/2021 16:28,NULL
857,31.87,7.89,1084,37,10/20/2021 16:28,NULL
858,31.87,7.94,1084,15,10/20/2021 16:28,NULL
859,31.87,7.99,1084,16,10/20/2021 16:29,NULL
860,-127,40.24,1084,100,10/20/2021 16:34,NULL
861,-127,40.24,1084,-18,10/20/2021 16:34,NULL
862,-127,40.24,1084,100,10/20/2021 16:34,NULL
863,-127,40.24,1084,-27,10/20/2021 16:34,NULL
864,-127,40.24,1084,-22,10/20/2021 16:34,NULL
865,-127,40.24,1084,-23,10/20/2021 16:34,NULL
866,-127,40.24,1084,-24,10/20/2021 16:34,NULL
867,-127,40.24,1084,-22,10/20/2021 16:34,NULL
868,-127,40.24,1084,100,10/20/2021 16:34,NULL
869,-127,40.24,1084,-16,10/20/2021 16:34,NULL
870,-127,40.24,1084,-17,10/20/2021 16:35,NULL
871,-127,40.24,1084,100,10/20/2021 16:35,NULL
872,-127,40.24,1084,100,10/20/2021 16:54,NULL
873,31.87,9.32,1084,47,10/20/2021 16:55,NULL
874,31.94,9.42,1084,47,10/20/2021 16:55,NULL
875,31.94,9.21,1084,-35,10/20/2021 16:55,NULL
876,32,9.27,1084,49,10/20/2021 16:55,NULL
877,32,9.1,1084,60,10/20/2021 16:55,NULL
878,32,9.06,1084,27,10/20/2021 16:56,NULL
879,31.94,8.93,1084,-34,10/20/2021 16:56,NULL
880,31.94,8.77,1084,-7,10/20/2021 16:56,NULL
881,32,8.64,1084,1,10/20/2021 16:56,NULL
882,32,8.66,1084,49,10/20/2021 16:56,NULL
883,32,8.59,1084,45,10/20/2021 16:56,NULL
884,32,8.57,1084,89,10/20/2021 16:56,NULL
885,32,8.6,1084,-18,10/20/2021 16:57,NULL
886,32,8.61,1084,30,10/20/2021 16:57,NULL
887,32,8.63,1084,43,10/20/2021 16:57,NULL
888,32,8.63,1084,43,10/20/2021 16:57,NULL
889,32.06,8.61,1084,42,10/20/2021 16:57,NULL
890,32,8.58,1084,43,10/20/2021 16:57,NULL
891,32,8.57,1084,43,10/20/2021 16:57,NULL
892,32,8.5,1084,43,10/20/2021 16:58,NULL
893,32,8.41,1084,42,10/20/2021 16:58,NULL
894,32.06,8.34,1084,17,10/20/2021 16:58,NULL
895,32.06,8.18,1084,94,10/20/2021 16:58,NULL
896,32,8.32,1084,24,10/20/2021 16:58,NULL
897,32,8.29,1084,45,10/20/2021 16:58,NULL
898,32.06,8.32,1084,48,10/20/2021 16:58,NULL
899,32,8.27,1084,48,10/20/2021 16:59,NULL
900,32.06,8.37,1084,48,10/20/2021 16:59,NULL
901,32.06,8.38,1084,48,10/20/2021 16:59,NULL
902,32.06,8.45,1084,48,10/20/2021 16:59,NULL
903,32.06,8.42,1084,48,10/20/2021 16:59,NULL
904,32.06,8.43,1084,48,10/20/2021 16:59,NULL
905,32,8.35,1084,48,10/20/2021 16:59,NULL
906,32.06,8.37,1084,48,10/20/2021 17:00,NULL
907,32,8.3,1084,48,10/20/2021 17:00,NULL
908,32,8.32,1084,83,10/20/2021 17:00,NULL
